id;parent;weight;exercise;type;featured;otherPs;predPs;followPs;similarPs;alternativePs;evaluation;grade;class;topic;examples;url;specs;created;visible;ordering
1;2;1;26;basic;1;;;144,160,86;160,66,88,2,3,87,17,14,161,86,146,72,73,74,78,79,80,151,52,7,18,11,12,33,105,155,19,20,21,23,29,30,67,112,10,106,147,50;18;medalBased;1;10;;[[["text","Jak zapisujeme v Pythonu operaci násobení?"]],[["text","Která z možností je vhodnější jméno proměnné pro počet hráčů?"]],[["text","Který z následujících výrazů má vyšší hodnotu?"]]];rozhodovacka-promenne-vyrazy;;0000-00-00 00:00:00;1;0
2;4;1;26;basic;0;;;87;66,3,16,87,31,146,72,73,74,52,11,12,33,105,155,51,148;52;medalBased;1;10;;[[["text","Co vypíše program?"],["python64","YSA9IDAKZm9yIGkgaW4gcmFuZ2UoNSk6CiAgICBhID0gYSArIGkKcHJpbnQoYSkK"]],[["text","Co vypíše program?"],["python64","Zm9yIGkgaW4gcmFuZ2UoMiwgNSk6CiAgICBwcmludChpKQo="]],[["text","Co vypíše program?"],["python64","Zm9yIGkgaW4gcmFuZ2UoMyk6CiAgICBmb3IgaiBpbiByYW5nZSgyKToKICAgICAgICBwcmludCgnWCcpCg=="]]];rozhodovacka-cyklus-for;;0000-00-00 00:00:00;1;0
3;5;1;26;basic;0;;;87;66,2,16,87,31,146,72,73,74,52,11,12,33,105,155,51,148;;medalBased;1;10;;[[["text","Co vypíše program?"],["python64","aSA9IDEKd2hpbGUgaSA8IDU6CiAgICBpID0gaSArIDEKICAgIHByaW50KGkpCg=="]],[["text","Co vypíše program?"],["python64","aSA9IDUwCndoaWxlIGkgPiAwOgogICAgcHJpbnQoaSkKICAgIGkgPSBpIC0gMTAK"]],[["text","While cyklus (na rozdíl od for cyklu) používáme typicky v případě, kdy počet opakování cyklu dopředu:"]]];rozhodovacka-cyklus-while;;0000-00-00 00:00:00;1;0
4;6;1;34;basic;1;;28;;256,653,654,681,686,689,690,952,957,992,993,1074,1126,1127,1128,1129,1131,1159,1168,1171,1465,1895,1898,1909,1914,1915,2078,2081,2082,2084,2202,2503,2795,2807,468,538,545,546,573,574,599,600,961,963,964,1010,1016,1017,1022,1023,1025,1052,1053,1054,1055,1056,1392,1457,28,42,43,44,46,62,122,128,130,135,136,140,143,158;;medalBased;1;5;Lehké;;robotanik-lehke;;0000-00-00 00:00:00;1;0
5;6;1;34;basic;0;;28;;44,46,47,53,56,65,69,76,108,121,122,128,136,140,143;;medalBased;1;7;Středně těžké;;robotanik-stredni;;0000-00-00 00:00:00;1;0
6;6;1;34;basic;0;;28;;7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,53,59,60,61,63,65,67,72,73,74,76,77,78,79,80,105,106,107,108,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;9;Těžké;;robotanik-tezke;;0000-00-00 00:00:00;1;0
7;6;1;34;basic;0;;28;;6,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Opravdová výzva;;robotanik-opravdova-vyzva;;0000-00-00 00:00:00;1;0
9;15;1;35;basic;0;;10;;6,7,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;;;interaktivni-python-seznamy;;0000-00-00 00:00:00;1;9
10;14;1;35;basic;0;;11;9;6,7,9,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;;;interaktivni-python-retezce;;0000-00-00 00:00:00;1;8
11;12;1;35;basic;0;;12;10;6,7,9,10,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Textové obrázky;;interaktivni-python-vnorene-cykly;;0000-00-00 00:00:00;1;7
12;17;1;35;basic;0;;33;11;6,7,9,10,11,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Počítání s čísly;;interaktivni-python-rizeni-vypoctu;;0000-00-00 00:00:00;1;6
13;15;1;26;basic;0;;;15,88;15,17,32,66,88,149,10,106,147,9,107,150,145,152,146,151;9,107;medalBased;1;10;;[[["text","Může se délka seznamu měnit?"]],[["text","Kterým z následujících příkazů zjistíme velikost seznamu mylist?"]],[["text","Jaký je význam následujícího příkazu?"],["python64","bXlsaXN0LmFwcGVuZCg2KQo="]]];rozhodovacka-seznamy-1-uroven;;0000-00-00 00:00:00;1;0
14;18;1;26;basic;0;;;161,86;161,66,88,2,3,1,160,87,17,86,146,72,73,74,78,79,80,151,52,7,18,11,12,33,105,155,19,20,21,23,29,30,67,112,10,106,147,50;50;medalBased;1;10;;[[["text","Která logická spojka má při vyhodnocování větší prioritu?"]],[["html","Je výraz <code>true or false</code> pravdivý?"]],[["html","Jak lze zjednodušit výraz <code>not (x > y)</code> ?"]]];rozhodovacka-logicke-1-uroven;;0000-00-00 00:00:00;1;0
15;15;1;26;basic;0;;13;150;13,17,32,66,88,149,10,106,147,9,107,150,145,152,146,151;150;medalBased;2;10;;[[["text","Co vypíše program?"],["python64","bXlsaXN0ID0gWyd4JywgJ2EnLCAnYycsICdlJywgJ3knXQpwcmludChteWxpc3RbMTozXSkK"]],[["text","Jaký příkaz musíme doplnit v následujícím programu místo XXX, aby program vypsal seřazený seznam?"],["python64","bXlsaXN0ID0gWzYsIDgsIDMsIDJdClhYWApwcmludChteWxpc3QpCg=="]],[["text","Co vypíše program?"],["python64","bXlsaXN0ID0gWzQsIDIsIDgsIDFdCnByaW50KDggaW4gbXlsaXN0KQo="]]];rozhodovacka-seznamy-2-uroven;;0000-00-00 00:00:00;1;0
16;16;1;26;basic;0;;;87;66,2,3,87,31,146,72,73,74,52,11,12,33,105,155,51,148;;medalBased;1;10;;[[["text","Co vypíše program?"],["python64","ZGVmIHRlc3QoKToKICAgIHByaW50KCJqZWRuYSIpCiAgICByZXR1cm4gMAogICAgcHJpbnQoImR2YSIpCgp0ZXN0KCkK"]],[["text","Co vypíše program?"],["python64","ZGVmIGluY3JlYXNlKHgpOgogICAgcmV0dXJuIHggKyAxCgpkZWYgZGVjcmVhc2UoeCk6CiAgICByZXR1cm4geCAtIDEKCmEgPSA4CnByaW50KGluY3JlYXNlKGRlY3JlYXNlKGEpKSkK"]],[["text","Co vypíše program?"],["python64","ZGVmIHRlc3QoeCk6CiAgICBwcmludCh4KQoKdGVzdCgzKSAgICAK"]]];rozhodovacka-funkce-1-uroven;;0000-00-00 00:00:00;1;0
17;14;1;26;basic;0;;;147,88;13,15,32,66,88,149,10,106,147,9,107,150,145,152,146,151;10,106,147;medalBased;1;10;;[[["text","Co vypíše program?"],["python64","dGV4dCA9ICJoYWRpY2UiCnByaW50KHRleHRbM10pCg=="]],[["text","Jakým způsobem vypíšeme text převedený na velká písmena?"]],[["text","Co vypíše program?"],["python64","dGV4dCA9ICJPc3RyYXZhIgp0ZXh0ID0gdGV4dC5sb3dlcigpCnByaW50KHRleHQpCg=="]]];rozhodovacka-retezce-1-uroven;;0000-00-00 00:00:00;1;0
18;2;1;35;basic;0;;;50;6,7,9,10,11,12,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;;;interaktivni-python-promenne-vyrazy;;0000-00-00 00:00:00;1;1
19;21;1;36;basic;0;;30;67;6,7,9,10,11,12,18,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Binární čísla;;binarni-krizovka-binarni-cisla;;0000-00-00 00:00:00;1;2
20;21;1;36;basic;0;;67;21;6,7,9,10,11,12,18,19,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Křížovky: středně těžké;;binarni-krizovka-stredne-tezke;;0000-00-00 00:00:00;1;4
21;21;1;36;basic;0;;20;23;6,7,9,10,11,12,18,19,20,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Křížovky: těžké;;binarni-krizovka-tezke;;0000-00-00 00:00:00;1;6
23;21;1;36;basic;0;;21;;6,7,9,10,11,12,18,19,20,21,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Křížovky: opravdová výzva;;binarni-krizovka-opravdova-vyzva;;0000-00-00 00:00:00;1;10
28;6;1;34;basic;1;;;4;4,42,43,44,46,62,122,128,130,135,136,140,143;;medalBased;1;5;Trénink;;robotanik-trenink;;0000-00-00 00:00:00;1;-1
29;21;1;36;basic;1;;;30;6,7,9,10,11,12,18,19,20,21,23,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Trénink;;binarni-krizovka-trenink;;0000-00-00 00:00:00;1;-1
30;21;1;36;basic;0;;29;19;6,7,9,10,11,12,18,19,20,21,23,29,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Logické výrazy;;binarni-krizovka-logicke;;0000-00-00 00:00:00;1;1
31;23;1;26;basic;0;;;148,87;66,2,3,16,87,146,72,73,74,52,11,12,33,105,155,51,148;51,148;medalBased;1;10;;[[["text","Kolik jmen vypíše tento program?"],["python64","YSA9IDQKaWYgYSA8IDI6CiAgICBwcmludCgiUGV0ciIpCmVsc2U6CiAgICBwcmludCgiUGF2ZWwiKQppZiBhIDwgMTA6CiAgICBwcmludCgiSmFuYSIpCmVsc2U6CiAgICBwcmludCgiTWFydGluYSIpCg=="]],[["text","Co vypíše program?"],["python64","YSA9IDUKYiA9IDMKaWYgYSA8IDQ6CiAgICBiID0gYiArIDEKZWxzZToKICAgIGIgPSBiIC0gMQpwcmludChhLCBiKQo="]],[["text","Co vypíše program?"],["python64","dCA9ICJwZXMiCmlmIHQgPT0gInByYXNlIjoKICAgIHByaW50KCJjaHJvY2h0YSIpCmVsc2U6CiAgICBwcmludCgic3Rla2EiKQo="]]];rozhodovacka-podmineny-prikaz-1-uroven;;0000-00-00 00:00:00;1;0
32;24;1;26;basic;0;;;88;17,13,15,66,88,149,10,106,147,9,107,150,145,152,146,151;145;medalBased;1;10;;[[["text","Pomocí kterého příkazu získáme z uvedeného slovníku seznam hodnot (tj. dog, cat, parrot)?"],["python64","cGV0cyA9IHsiQWxpY2UiOiAiZG9nIiwKICAgICAgICAiQm9iIjogImNhdCIsCiAgICAgICAgIkN5cmlsIjogInBhcnJvdCJ9Cg=="]],[["text","Co vypíše program?"],["python64","Y29sb3JzID0geyJyZWQiOiAiI0ZGMDAwMCIsCiAgICAgICAgICAieWVsbG93IjogIiNGRkZGMDAiLAogICAgICAgICAgIm5hdnkiOiAiIzAwMDA4MCJ9CgpwcmludChsaXN0KGNvbG9ycy52YWx1ZXMoKSkpCg=="]],[["text","Co vypíše program?"],["python64","ZnJ1aXRzID0geyJhcHBsZSI6IDUsCiAgICAgICAgICAiYmFuYW5hIjogMTAsCiAgICAgICAgICAib3JhbmdlIjogMn0KCnByaW50KGZydWl0cy5nZXQoInBlYXIiLCAwKSkK"]]];rozhodovacka-slovniky-1-uroven;;0000-00-00 00:00:00;1;0
33;17;1;35;basic;1;;52;12;6,7,9,10,11,12,18,19,20,21,23,29,30,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Úpravy programů;;interaktivni-python-upravy-programu;;0000-00-00 00:00:00;1;5
42;25;1;38;basic;0;;43;44;4,28,43,55,58,62,64,130,134,135;;medalBased;1;4;Jednoduché kreslení;;zelvi-grafika-jednoduche;<xml id="toolbox" style="display: none">   <category name="Pohyb">     <block type="draw_move_preset_distance"></block>        <block type="draw_turn_preset_angle"></block> </category>   <category name="Opakování">     <block type="controls_repeat_ext">        <value name="TIMES">          <block type="math_number">            <field name="NUM">5</field>          </block>        </value>      </block>      </category>  </xml>;0000-00-00 00:00:00;1;2
43;25;1;38;basic;1;;;42;4,28,42,44,46,62,122,128,130,135,136,140,143;;medalBased;1;5;Základy;;zelvi-grafika-zaklady;<xml id="toolbox" style="display: none">    <block type="draw_move_forward_50"></block>        <block type="draw_move_forward_100"></block>        <block type="draw_turn_right_45"></block>        <block type="draw_turn_right_60"></block>        <block type="draw_turn_right_90"></block>        <block type="draw_turn_left_45"></block>        <block type="draw_turn_left_60"></block>        <block type="draw_turn_left_90"></block> </xml>;0000-00-00 00:00:00;1;1
44;25;1;38;basic;0;;42;108;4,5,28,43,46,47,56,69,121,122,128,130,136,140,143;;medalBased;1;6;Kreslení;;zelvi-grafika-kresleni;<xml id="toolbox" style="display: none">     <category name="Pohyb">      <block type="draw_move">          <value name="VALUE">            <block type="math_number">              <title name="NUM">100</title>            </block>          </value>        </block>        <block type="draw_turn">          <value name="VALUE">            <block type="math_number">              <title name="NUM">90</title>            </block>          </value>        </block>     </category>    <category name="Pero">        <block type="draw_pen"></block>        <block type="draw_width">          <value name="WIDTH">            <block type="math_number">              <title name="NUM">2</title>            </block>          </value>        </block>        <block type="draw_colour"><value name="COLOUR"><block type="colour_picker"></block></value></block></category>    <category name="Opakování">  <block type="controls_repeat_ext">        <value name="TIMES">          <block type="math_number">            <field name="NUM">4</field>          </block>        </value>      </block> </category></xml>;0000-00-00 00:00:00;1;3
46;25;1;38;basic;0;;121;47;4,5,28,43,44,47,56,69,121,122,128,130,136,140,143;;medalBased;1;6;Vzory s opakováním II;;zelvi-grafika-vnorene-cykly;<xml id="toolbox" style="display: none">     <category name="Pohyb">      <block type="draw_move">          <value name="VALUE">            <block type="math_number">              <title name="NUM">100</title>            </block>          </value>        </block>        <block type="draw_turn">          <value name="VALUE">            <block type="math_number">              <title name="NUM">90</title>            </block>          </value>        </block>     </category>    <category name="Pero">        <block type="draw_pen"></block>        <block type="draw_width">          <value name="WIDTH">            <block type="math_number">              <title name="NUM">2</title>            </block>          </value>        </block>        <block type="draw_colour"><value name="COLOUR"><block type="colour_picker"></block></value></block></category>    <category name="Opakování">  <block type="controls_repeat_ext">        <value name="TIMES">          <block type="math_number">            <field name="NUM">4</field>          </block>        </value>      </block> </category></xml>;0000-00-00 00:00:00;1;7
47;25;1;38;basic;0;;46;49;5,44,46,53,56,65,69,76,108,121,122,128,136,140,143;;medalBased;1;7;Proměnné;;zelvi-grafika-promenne;<xml id="toolbox" style="display: none">   <variables>    <variable type="">x</variable>    <variable type="">y</variable>  </variables>    <category name="Pohyb">      <block type="draw_move">          <value name="VALUE">            <block type="math_number">              <title name="NUM">100</title>            </block>          </value>        </block>        <block type="draw_turn">          <value name="VALUE">            <block type="math_number">              <title name="NUM">90</title>            </block>          </value>        </block>     </category>    <category name="Pero">        <block type="draw_pen"></block>        <block type="draw_width">          <value name="WIDTH">            <block type="math_number">              <title name="NUM">2</title>            </block>          </value>        </block>        <block type="draw_colour"><value name="COLOUR"><block type="colour_picker"></block></value></block></category>    <category name="Opakování">  <block type="controls_repeat_ext">        <value name="TIMES">          <block type="math_number">            <field name="NUM">4</field>          </block>        </value>      </block> </category><category name="Proměnné">  <block type="variables_set">    <field name="VAR" variabletype="">x</field>    <value name="VALUE">      <block type="math_number">        <field name="NUM">0</field>      </block>    </value>  </block>  <block type="math_change">    <field name="VAR" variabletype="">x</field>    <value name="DELTA">      <shadow type="math_number">        <field name="NUM">1</field>      </shadow>    </value>  </block>  <block type="variables_get">    <field name="VAR" variabletype="">x</field>  </block></category></xml>;0000-00-00 00:00:00;1;8
48;26;1;39;basic;1;;;54;54,55,58,64,134;;medalBased;1;2;Skřítkova rozcvička;;sipkovana-rozcvicka;;0000-00-00 00:00:00;1;1
49;25;1;38;basic;0;;47;;6,7,9,10,11,12,18,19,20,21,23,29,30,33,50,51,52,53,59,60,61,63,65,67,72,73,74,76,77,78,79,80,105,106,107,108,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;9;Želví experimentárium;;zelvi-grafika-experimentarium;<xml id="toolbox" style="display: none">   <variables>    <variable type="">x</variable>    <variable type="">y</variable>  </variables>    <category name="Pohyb">      <block type="draw_move">          <value name="VALUE">            <block type="math_number">              <title name="NUM">100</title>            </block>          </value>        </block>        <block type="draw_turn">          <value name="VALUE">            <block type="math_number">              <title name="NUM">90</title>            </block>          </value>        </block>     </category>    <category name="Pero">        <block type="draw_pen"></block>        <block type="draw_width">          <value name="WIDTH">            <block type="math_number">              <title name="NUM">2</title>            </block>          </value>        </block>        <block type="draw_colour"><value name="COLOUR"><block type="colour_picker"></block></value></block></category>    <category name="Opakování">  <block type="controls_repeat_ext">        <value name="TIMES">          <block type="math_number">            <field name="NUM">4</field>          </block>        </value>      </block>   <block type="controls_whileUntil">      <field name="MODE">WHILE</field>    </block></category><category name="Proměnné">  <block type="variables_set">    <field name="VAR" variabletype="">x</field>  </block>  <block type="variables_set">    <field name="VAR" variabletype="">y</field>  </block>  <block type="math_change">    <field name="VAR" variabletype="">x</field>  </block>  <block type="math_change">    <field name="VAR" variabletype="">y</field>  </block>  <block type="variables_get">    <field name="VAR" variabletype="">x</field>  </block>  <block type="variables_get">    <field name="VAR" variabletype="">y</field>  </block>   <block type="math_number">      <field name="NUM">0</field>    </block>    <block type="math_arithmetic">      <field name="OP">ADD</field>      <value name="A">        <shadow type="math_number">          <field name="NUM">1</field>        </shadow>      </value>      <value name="B">        <shadow type="math_number">          <field name="NUM">1</field>        </shadow>      </value>    </block></category> <category name="Podmínky"> <block type="controls_if"></block><block type="controls_if">    <mutation else="1"></mutation>  </block>    <block type="logic_compare">      <field name="OP">EQ</field>    </block>  <block type="logic_operation">      <field name="OP">AND</field>    </block>    <block type="logic_negate"></block>  </category> <category name="Funkce" custom="PROCEDURE">  </category></xml>;0000-00-00 00:00:00;1;9
50;18;1;35;basic;0;;18;51;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,51,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;;;interaktivni-python-logicke-vyrazy;;2018-04-18 10:49:01;1;2
51;23;1;35;basic;0;;50;52;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,52,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;;;interaktivni-python-if;;2018-04-24 14:09:47;1;3
52;4;1;35;basic;0;;51;33;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,59,60,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;;;interaktivni-python-for;;2018-04-24 14:39:34;1;4
53;45;1;43;basic;0;;;;5,6,47,49,56,59,65,69,76,77,108,121;;medalBased;1;8;Základy;;python-zelvi-grafika-zaklady;;2018-05-20 20:22:38;1;1
54;26;1;39;basic;1;;48;64;48,55,58,64,134;;medalBased;1;2;Sběr hříbků;;sipkovana-jidlo;;2018-05-24 14:14:04;1;2
55;26;1;39;basic;1;;64;62;42,48,54,58,62,64,134,135;;medalBased;1;3;Víc skřítků;;sipkovana-vic-postav;;2018-05-24 14:14:51;1;4
56;26;1;39;basic;0;;122;65;5,44,46,47,53,65,69,76,108,121,122,128,136,140,143;;medalBased;1;7;Lesní výpravy II;;sipkovana-lesni-planovani;;2018-05-24 14:15:10;1;11
58;26;1;39;basic;0;;120;128;42,48,54,55,62,64,134,135;;medalBased;1;3;Pozor na skřeta!;;sipkovana-hlidac;;2018-05-28 11:43:26;1;8
59;45;1;43;basic;0;;;;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,53,60,61,63,65,67,72,73,74,76,77,78,79,80,105,106,107,108,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;9;Opakování;;python-zelvi-grafika-opakovani;;2018-05-29 19:44:26;1;2
60;45;1;43;basic;0;;;;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,61,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Zajímavé vzory;;python-zelvi-grafika-funkce-vnorene;;2018-05-29 19:45:15;1;5
61;45;1;43;basic;0;;;;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,63,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Proměnné;;python-zelvi-grafika-promenne;;2018-05-29 19:45:41;1;6
62;26;1;39;basic;0;;55;130;4,28,42,43,55,58,64,130,134,135;;medalBased;1;4;Přebarvování;;sipkovana-prebarvovani;;2018-05-30 16:47:43;1;5
63;45;1;43;basic;0;;;;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,67,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Rekurze a fraktály;;python-zelvi-grafika-fraktaly;;2018-05-31 13:55:35;1;7
64;26;1;39;basic;0;;54;55;42,48,54,55,58,62,134,135;;medalBased;1;3;Skoky;;sipkovana-skoky;;2018-06-05 14:41:27;1;3
65;26;1;39;basic;0;;56;;5,6,47,49,53,56,59,69,76,77,108,121;;medalBased;1;8;Obtížné;;sipkovana-obtizne;;2018-06-05 15:09:40;1;12
66;27;1;26;basic;0;;;;17,13,15,32,88,149,10,106,147,9,107,150,145,152,146,151;;medalBased;2;10;;[[["text","Co vypíše program?"],["python64","Y2xhc3MgUGVyc29uOgogICAgZGVmIF9faW5pdF9fKHNlbGYsIG5hbWUpOgogICAgICAgIHNlbGYubmFtZSA9IG5hbWUKICAgICAgICBzZWxmLmhvYmJpZXMgPSBbXQoKICAgIGRlZiBhZGRfaG9iYnkoc2VsZiwgaG9iYnkpOgogICAgICAgIHNlbGYuaG9iYmllcy5hcHBlbmQoaG9iYnkpCgphbGljZSA9IFBlcnNvbigiQWxpY2UiKQphbGljZS5hZGRfaG9iYnkoInJlYWRpbmciKQphbGljZS5hZGRfaG9iYnkoInN3aW1taW5nIikKdG9tID0gUGVyc29uKCJUb20iKQp0b20uYWRkX2hvYmJ5KCJzbGVlcGluZyIpCnByaW50KGFsaWNlLmhvYmJpZXMpCg=="]],[["text","Co vypíše program?"],["python64","Y2xhc3MgWDoKICAgIGRlZiBfX2luaXRfXyhzZWxmLCBhKToKICAgICAgICBzZWxmLmEgPSBhCiAgICBkZWYgZihzZWxmLCBhKToKICAgICAgICBwcmludChhKQoKeCA9IFgoNSkKeC5mKDIpCg=="]],[["text","Co platí o následujícím programu?"],["python64","Y2xhc3MgUGVyc29uOgogICAgZGVmIF9faW5pdF9fKHNlbGYsIG5hbWUpOgogICAgICAgIHNlbGYubmFtZSA9IG5hbWUKCiAgICBkZWYgZGVzY3JpYmUoc2VsZik6CiAgICAgICAgcHJpbnQoc2VsZi5uYW1lKQoKdG9tID0gUGVyc29uKCJUb20iKQp0b20uZGVzY3JpYmUoKQo="]]];rozhodovacka-objekty-2-uroven;;2018-07-16 10:05:14;1;0
67;21;1;36;basic;0;;19;20;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,72,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Kombinace výrazů a binárních čísel;;binarni-krizovka-vyrazy-cisla;;2018-07-16 12:58:49;1;3
68;24;1;26;basic;0;;;;;;medalBased;2;0;;[];rozhodovacka-slovniky-2-uroven;;2018-07-17 15:27:15;0;0
69;25;1;38;basic;0;;108;121;5,44,46,47,53,56,65,76,108,121,122,128,136,140,143;;medalBased;1;7;Správné úhly;;zelvi-grafika-uhly;<xml id="toolbox" style="display: none">     <category name="Pohyb">      <block type="draw_move">          <value name="VALUE">            <block type="math_number">              <title name="NUM">100</title>            </block>          </value>        </block>        <block type="draw_turn">          <value name="VALUE">            <block type="math_number">              <title name="NUM">90</title>            </block>          </value>        </block>     </category>    <category name="Pero">        <block type="draw_pen"></block>        <block type="draw_width">          <value name="WIDTH">            <block type="math_number">              <title name="NUM">2</title>            </block>          </value>        </block>        <block type="draw_colour"><value name="COLOUR"><block type="colour_picker"></block></value></block></category>    <category name="Opakování">  <block type="controls_repeat_ext">        <value name="TIMES">          <block type="math_number">            <field name="NUM">4</field>          </block>        </value>      </block> </category></xml>;2018-09-17 14:03:33;1;5
72;28;1;45;basic;0;;;;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,73,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Počítání s čísly;;ukolovka-cisla;;2018-09-24 10:28:16;1;0
73;28;1;45;basic;0;;;;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,74,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Šifry a kódy;;ukolovka-sifry-kody;;2018-09-24 10:33:32;1;0
74;28;1;45;basic;0;;;;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,77,78,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Zpracování souborů;;ukolovka-soubory;;2018-09-24 10:34:35;1;0
75;28;1;45;basic;0;;;;;;medalBased;1;0;Obrázkové skrývačky;;ukolovka-obrazky;;2018-09-24 10:35:01;0;0
76;29;1;44;basic;0;;77;78;5,6,47,49,53,56,59,65,69,77,108,121;;medalBased;1;8;Státy;;tabulky-staty;;2018-09-24 10:36:40;1;2
77;29;1;44;basic;0;;;76;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,53,59,60,61,63,65,67,72,73,74,76,78,79,80,105,106,107,108,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;9;Olympijské medaile;;tabulky-olympiada;;2018-09-24 10:37:52;1;1
78;29;1;44;basic;0;;76;79;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,79,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Výdaje z výletu;;tabulky-vylet;;2018-09-24 10:38:17;1;3
79;29;1;44;basic;0;;78;80;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,80,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Statistiky jmen;;tabulky-jmena;;2018-09-24 10:38:43;1;5
80;29;1;44;basic;0;;79;;6,7,9,10,11,12,18,19,20,21,23,29,30,33,49,50,51,52,59,60,61,63,67,72,73,74,77,78,79,105,106,107,111,112,115,116,117,119,138,141,145,146,153;;medalBased;1;10;Počasí;;tabulky-pocasi;{"normalization": ["dot-to-comma"]};2018-09-24 10:39:07;1;10
86;20;1;26;combined;0;1,14;1,14;;66,88,2,3,1,160,87,17,14,161,146,72,73,74,78,79,80,151,52,7,18,11,12,33,105,155,19,20,21,23,29,30,67,112,10,106,147,50;;medalBased;1;10;;[];rozhodovacka-promenne-a-vyrazy-mix-1-uroven;;2018-11-30 14:33:00;1;0
